iter	Logloss
169	0.3371270561
170	0.3368030137
171	0.3364728707
172	0.3361261396
173	0.3358574954
174	0.3355484996
175	0.3352559844
176	0.3347426609
177	0.3343425758
178	0.3338327546
179	0.3333372491
180	0.3331197122
181	0.3325666588
182	0.3321586431
183	0.3317544402
184	0.3314903593
185	0.3312416381
186	0.3309583265
187	0.3307117251
188	0.330406346
189	0.3300958449
190	0.3298435425
191	0.3295403608
192	0.3292319512
193	0.328755414
194	0.3284929841
195	0.3280961864
196	0.3278645536
197	0.3276463423
198	0.3273659686
199	0.3270282205
200	0.3267436241
201	0.3263800884
202	0.3261031307
203	0.3258034931
204	0.3255852098
205	0.3254251109
206	0.325151073
207	0.3248294809
208	0.3246184353
209	0.3242848819
210	0.3239881663
211	0.3237097546
212	0.3234489536
213	0.3231351078
214	0.3229570784
215	0.3226724505
216	0.3222020949
217	0.3219538377
218	0.3216753223
219	0.3214234276
220	0.3210434886
221	0.3207316178
222	0.3203299265
223	0.3201638643
224	0.3198793261
225	0.3196435388
226	0.3193727711
227	0.3191440623
228	0.3188391859
229	0.3185860047
230	0.3183349994
231	0.3181492616
232	0.317840721
233	0.3176106249
234	0.3173358129
235	0.3167977425
236	0.3164344086
237	0.3159420968
238	0.3156996508
239	0.3152288107
240	0.3150680396
241	0.3146969883
242	0.3144344631
243	0.3142510282
244	0.3140001143
245	0.3136657447
246	0.3133318935
247	0.3130879562
248	0.3128256973
249	0.3126423004
250	0.3123989937
251	0.3122081804
252	0.3120582836
253	0.3116772263
254	0.3112552562
255	0.3108223716
256	0.3106088039
257	0.3102806408
258	0.3100981876
259	0.3097886714
260	0.309578631
261	0.30926298
262	0.3089836803
263	0.3087651494
264	0.3085219181
265	0.308297997
266	0.3080676203
267	0.3079030129
268	0.3075054783
269	0.307196259
270	0.3067508315
271	0.3065258396
272	0.3062136684
273	0.305787681
274	0.3052462974
275	0.3048672843
276	0.3047469785
277	0.3043480744
278	0.3040627745
279	0.3039041819
280	0.3037086743
281	0.3033821341
282	0.3031166849
283	0.3028382268
284	0.3024035894
285	0.3021094513
286	0.3018156392
287	0.3015065031
288	0.3012628224
289	0.301013143
290	0.3007422781
291	0.3003967584
292	0.3001041925
293	0.2997807548
294	0.2994820586
295	0.2990639077
296	0.2988643095
297	0.2986953455
298	0.2983823358
299	0.2980832398
300	0.297627135
301	0.2974555635
302	0.2972115706
303	0.2970230108
304	0.2967978818
305	0.2966452383
306	0.2964703928
307	0.2962167896
308	0.2958671472
309	0.2955154616
310	0.2953328791
311	0.2950735516
312	0.2946650826
313	0.2943082456
314	0.2939758258
315	0.2937117198
316	0.2932824793
317	0.29305861
318	0.2928193466
319	0.2926707027
320	0.2923821424
321	0.2921252756
322	0.2919933678
323	0.2917233014
324	0.2915064567
325	0.2913572016
326	0.2910629416
327	0.2908781079
328	0.2906490128
329	0.2904215305
330	0.2902933022
331	0.2901001977
332	0.289960193
333	0.2897663909
334	0.2895303269
335	0.2892462535
336	0.2889484186
337	0.2887082862
338	0.28861643
339	0.2882929103
340	0.2879303095
341	0.2876615261
342	0.2875199966
343	0.2873192093
344	0.2871382222
345	0.2869263378
346	0.2867550477
347	0.2865293621
348	0.2862003512
349	0.2859223864
350	0.2857208681
351	0.2855150533
352	0.2853014557
353	0.2850487195
354	0.284746634
355	0.2844089722
356	0.2841352266
357	0.2838407787
358	0.2835915599
359	0.2833683049
360	0.2831517509
361	0.2829158726
362	0.2826507842
363	0.2823310321
364	0.2821109624
365	0.2819122379
366	0.281538668
367	0.281368336
368	0.2812396721
369	0.2810313282
370	0.28079215
371	0.2805496634
372	0.280467329
373	0.2802216562
374	0.2799402659
375	0.2797452785
376	0.279513202
377	0.2792293397
378	0.2790176953
379	0.2787985285
380	0.2784768658
381	0.2782515118
382	0.2779579535
383	0.2777838799
384	0.277591285
385	0.2773932856
386	0.2771780154
387	0.2769019872
388	0.2767769601
389	0.2765206679
390	0.2762747427
391	0.2760768661
392	0.275764564
393	0.2755995001
394	0.2753800547
395	0.275125863
396	0.2749712455
397	0.2748636142
398	0.2745930027
399	0.2744551906
400	0.2743396374
401	0.2741368077
402	0.2739055685
403	0.2737758613
404	0.2735883157
405	0.2734845617
406	0.2732888323
407	0.2730600407
408	0.2729003208
409	0.2726691078
410	0.2725261191
411	0.2723069166
412	0.2721548107
413	0.272062186
414	0.2718078721
415	0.2715881692
416	0.271478931
417	0.271277236
418	0.271207134
419	0.2710661071
420	0.2707539856
421	0.2706048275
422	0.2704591235
423	0.270269756
424	0.2700843639
425	0.2699153987
426	0.2695762289
427	0.2693085453
428	0.2690675686
429	0.2688658766
430	0.2687073511
431	0.2685421736
432	0.268302704
433	0.2681665618
434	0.267795206
435	0.2675883024
436	0.2675011785
437	0.2673272661
438	0.2672096175
439	0.2670352614
440	0.2667977455
441	0.2665711773
442	0.2663461458
443	0.2662019086
444	0.2660492669
445	0.2658589527
446	0.2656447326
447	0.2654899165
448	0.2653590729
449	0.2651959874
450	0.2650643614
451	0.2649320029
452	0.2647442516
453	0.2645187719
454	0.2643560443
455	0.2641925694
456	0.2640584451
457	0.2638664447
458	0.2637081354
459	0.2635624859
460	0.2634103816
461	0.2632381658
462	0.262977281
463	0.2627748889
464	0.2626324453
465	0.2624415513
466	0.2622584116
467	0.2621337542
468	0.2618852198
469	0.2617403577
470	0.2615686557
471	0.2613378641
472	0.2611947962
473	0.2610787605
474	0.2609038448
475	0.260773511
476	0.2606496686
477	0.2604576577
478	0.2603714969
479	0.2602231279
480	0.2600663386
481	0.2599352345
482	0.2597439396
483	0.2595181309
484	0.2594387605
485	0.2593016296
486	0.2591347376
487	0.2590575287
488	0.2589392019
489	0.2587919075
490	0.2586105838
491	0.2585373606
492	0.2583684604
493	0.258211996
494	0.2580279374
495	0.2579115074
496	0.2577805422
497	0.2576735724
498	0.2575662984
499	0.2574544662
500	0.2573365754
501	0.2571038652
502	0.2569659912
503	0.2568328567
504	0.2567090192
505	0.256500403
506	0.2563074487
507	0.256134838
508	0.2560183988
509	0.2558560623
510	0.255613962
511	0.2554813703
512	0.2553372775
513	0.2552213933
514	0.2550766802
515	0.2549659896
516	0.2547106297
517	0.2545353977
518	0.2544294272
519	0.2542783411
520	0.2541291279
521	0.2539177411
522	0.2537343056
523	0.2535961601
524	0.2534066542
525	0.2532146328
526	0.2530737162
527	0.2529232664
528	0.252808183
529	0.252732477
530	0.2525970839
531	0.2524078586
532	0.2522221525
533	0.2520867442
534	0.2520001693
535	0.2519033548
536	0.2517510873
537	0.2515601484
538	0.2514004047
539	0.251256053
540	0.2511183113
541	0.2509551678
542	0.2508238537
543	0.2506211725
544	0.2504349259
545	0.2502976616
546	0.2501382033
547	0.2500386532
548	0.249870044
549	0.2496875445
550	0.2495948774
551	0.2494541727
552	0.2493668927
553	0.2491903819
554	0.2490384496
555	0.2488911192
556	0.2487273418
557	0.2486451243
558	0.2484845476
559	0.2483327844
560	0.2482079349
561	0.2480782342
562	0.2479995025
563	0.2478196927
564	0.2475796803
565	0.2474282186
566	0.2473063586
567	0.2471107505
568	0.2470421865
569	0.2468486176
570	0.2466691452
571	0.2465739497
572	0.2463848338
573	0.2462646175
574	0.2461405312
575	0.2460465367
576	0.2458571209
577	0.2457374851
578	0.2455537095
579	0.2454281388
580	0.2453173971
581	0.245172795
582	0.2449620134
583	0.2448327146
584	0.244708802
585	0.2445970779
586	0.2444531466
587	0.2443538237
588	0.2442328192
589	0.2441510572
590	0.2440266096
591	0.2438884972
592	0.243819361
593	0.2437042732
594	0.2435130928
595	0.2433862528
596	0.2432539088
597	0.2430912027
598	0.2430080261
599	0.2428776959
600	0.24281858
601	0.2426326142
602	0.2425159943
603	0.2423223821
604	0.242164275
605	0.2420178074
606	0.2418590267
607	0.241721248
608	0.2416144671
609	0.2414549051
610	0.241305999
611	0.2411621539
612	0.2410399663
613	0.240952943
614	0.2407676031
615	0.24064628
616	0.240485229
617	0.2402821976
618	0.2401767437
619	0.2400338516
620	0.2398640928
621	0.2398033898
622	0.2396275784
623	0.2395266844
624	0.2394167806
625	0.2392994643
626	0.2391887411
627	0.239039619
628	0.2389287444
629	0.2387447206
630	0.2386376259
631	0.2385263738
632	0.2384443433
633	0.2383051069
634	0.2381838043
635	0.2380756962
636	0.2379943119
637	0.2378908657
638	0.2377532178
639	0.2376027851
640	0.2374298464
641	0.2372480514
642	0.2371457338
643	0.2370143311
644	0.2369562669
645	0.2368328238
646	0.2367343355
647	0.236605118
648	0.2364866108
649	0.2363678157
650	0.2362439856
651	0.2361440723
652	0.2360265912
653	0.2359034679
654	0.2357367
655	0.2355929409
656	0.2354769618
657	0.2353351521
658	0.2352265308
659	0.2351108652
660	0.2350288752
661	0.23492839
662	0.2347964113
663	0.2347077066
664	0.2346118879
665	0.234464233
666	0.2343174834
667	0.2342212189
668	0.2341153652
669	0.2340414699
670	0.233946295
671	0.2338276635
672	0.2336735781
673	0.2335583124
674	0.2334628956
675	0.2333431143
676	0.2332300667
677	0.2331123459
678	0.2329745761
679	0.2328547566
680	0.2327216482
681	0.23261561
682	0.2324764357
683	0.2323786494
684	0.232237351
685	0.2320648269
686	0.2319460741
687	0.2317765563
688	0.2316286513
689	0.2315517387
690	0.2314562028
691	0.2313124116
692	0.2311629915
693	0.2310597453
694	0.230934889
695	0.2308419684
696	0.2307742847
697	0.2307027022
698	0.2306419635
699	0.2305130871
700	0.2303790222
701	0.2302813407
702	0.2301550317
703	0.2299772758
704	0.229879204
705	0.2297396535
706	0.2296248132
707	0.229528391
708	0.2294750291
709	0.2293468409
710	0.2292469759
711	0.229122243
712	0.2290348022
713	0.2289473194
714	0.2288631436
715	0.2287243812
716	0.2285623566
717	0.228439261
718	0.2283540977
719	0.2281917662
720	0.2280873642
721	0.2279948856
722	0.2278759131
723	0.2277956571
724	0.2276602829
725	0.2275941403
726	0.2274498579
727	0.2273543228
728	0.2272263952
729	0.2270537182
730	0.2269918514
731	0.2268623204
732	0.2267643014
733	0.2266480015
734	0.2265363521
735	0.2263870533
736	0.2262483178
737	0.2261195653
738	0.2259632364
739	0.2258666512
740	0.2257999871
741	0.2256503739
742	0.2255552009
743	0.2254329696
744	0.2253871334
745	0.2252921668
746	0.2252161603
747	0.2250614447
748	0.2249556355
749	0.2248967768
750	0.2247804867
751	0.2246478792
752	0.2245286104
753	0.2243477088
754	0.2242620233
755	0.2241742619
756	0.224027381
757	0.22387332
758	0.223752467
759	0.2236542113
760	0.2235513543
761	0.2234501219
762	0.2233502533
763	0.2232364327
764	0.2231224018
765	0.223009655
766	0.2229172681
767	0.2227707771
768	0.2226750694
769	0.2225220955
770	0.2223928836
771	0.2222813202
772	0.2221246074
773	0.2220120384
774	0.2219432784
775	0.2218429509
776	0.2217532376
777	0.2216764922
778	0.2215796939
779	0.2214805071
780	0.2213763482
781	0.2212828823
782	0.2211764196
783	0.2210500643
784	0.2209498357
785	0.2208429405
786	0.2207501153
787	0.2206523298
788	0.220575986
789	0.2204920188
790	0.2204190595
791	0.2203134717
792	0.2202719831
793	0.2201646216
794	0.2200571169
795	0.2199670458
796	0.2198848417
797	0.2197035437
798	0.2196414707
799	0.2195885662
800	0.2195123264
801	0.219401538
802	0.2193002054
803	0.2192340795
804	0.2190997677
805	0.2189431364
806	0.2188336255
807	0.218707143
808	0.2185957743
809	0.218505677
810	0.2184260278
811	0.2183570386
812	0.2182338754
813	0.2181647135
814	0.218027081
815	0.217942374
816	0.2178088298
817	0.217711307
818	0.2176025526
819	0.2175142257
820	0.2174003218
821	0.2172885423
822	0.2172077232
823	0.2170771338
824	0.2169998736
825	0.2169193615
826	0.2168168345
827	0.2167181772
828	0.2166453683
829	0.2165760128
830	0.2164949784
831	0.2164283771
832	0.2163429988
833	0.2162221169
834	0.216146961
835	0.2160688523
836	0.2159815202
837	0.2158876034
838	0.2157931203
839	0.2157277777
840	0.2156535409
841	0.2155718696
842	0.2155040808
843	0.2154155514
844	0.2152886633
845	0.2152167694
846	0.2151104534
847	0.2149485032
848	0.2148682214
849	0.2148121508
850	0.2147226075
851	0.2146324085
852	0.2145391188
853	0.2144450488
854	0.2143803241
855	0.2142891001
856	0.2141366202
857	0.2140551836
858	0.2139494091
859	0.2138150092
860	0.2137468751
861	0.2136318846
862	0.213525568
863	0.21346815
864	0.2133692522
865	0.213260236
866	0.2131804705
867	0.2131291876
868	0.2130544989
869	0.212975271
870	0.2128860025
871	0.2128074282
872	0.2127010745
873	0.2125841967
874	0.2125183163
875	0.2124007845
876	0.2122793083
877	0.2121775477
878	0.2120487626
879	0.2119049554
880	0.2118218729
881	0.2116612791
882	0.2115928604
883	0.2115078424
884	0.211363644
885	0.2112493808
886	0.2110132692
887	0.2109180395
888	0.2108344844
889	0.2107256285
890	0.2106410734
891	0.2105602301
892	0.2104680615
893	0.2103487646
894	0.2102294944
895	0.2101048287
896	0.2100129563
897	0.209906433
898	0.2098368576
899	0.2097479347
900	0.209641436
901	0.2095294142
902	0.2094399613
903	0.2093577587
904	0.2092777354
905	0.2091710554
906	0.2090778469
907	0.2090062121
908	0.2089312914
909	0.2088742566
910	0.2087658077
911	0.2086957734
912	0.2086023632
913	0.2085483506
914	0.2084968724
915	0.2083798915
916	0.2083142705
917	0.2082017229
918	0.2081308092
919	0.2080063376
920	0.2079111184
921	0.2078145911
922	0.2076790927
923	0.2075899692
924	0.2074816191
925	0.2073706959
926	0.2072525671
927	0.2071504532
928	0.2070311957
929	0.2069175612
930	0.2068408722
931	0.2067678404
932	0.2067083716
933	0.2065977252
934	0.2064718214
935	0.206377166
936	0.2062868681
937	0.2061861675
938	0.2060800267
939	0.2060034488
940	0.205883626
941	0.2057750387
942	0.2056752515
943	0.2055751911
944	0.2054906539
945	0.2053887794
946	0.2052863841
947	0.205190384
948	0.2051203942
949	0.2050142165
950	0.2048977521
951	0.204816077
952	0.2047657434
953	0.2046807924
954	0.2046162447
955	0.2045442661
956	0.204470355
957	0.204410753
958	0.2043309253
959	0.2042253784
960	0.2041125127
961	0.2039811109
962	0.203900954
963	0.2038309213
964	0.2037045539
965	0.2036372512
966	0.203538919
967	0.2034780153
968	0.2033938473
969	0.2033101933
970	0.2032282322
971	0.2031125089
972	0.2030221358
973	0.202869196
974	0.2027826363
975	0.2027358825
976	0.2026556243
977	0.2026038423
978	0.2025149653
979	0.2024212407
980	0.2023498172
981	0.2022794374
982	0.2022153616
983	0.2021706503
984	0.2020898116
985	0.2020006088
986	0.2019243887
987	0.2018456453
988	0.2017717514
989	0.2016900178
990	0.2016021205
991	0.2015516104
992	0.201476371
993	0.2013886114
994	0.2013143806
995	0.201270178
996	0.2011961533
997	0.2010986972
998	0.2010347044
999	0.2009219811
