INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,SMA_5,SMA_10,RSI_14,MACD,MACD_Signal
,BAJFINANCE,27-Jun-24,8100.0,PE,1551.05,1551.05,1551.05,1551.05,1555.4,1,12.06,1000,0,4-Jun-24,1295.3900000000008,1105.24,75.32054558275198,271.1494849884991,210.28387299157941
,BAJFINANCE,25-Jul-24,5550.0,CE,0.0,0.0,0.0,1149.4,1043.75,0,0.0,0,0,4-Jun-24,1317.3700000000006,1134.525,59.19044309187853,255.81837891628436,219.3907741765204
,BAJFINANCE,25-Jul-24,5600.0,CE,0.0,0.0,0.0,1809.1,999.2,0,0.0,0,0,4-Jun-24,1437.3200000000008,1237.605,70.402065645316,293.5171604390073,234.2160514290178
,BAJFINANCE,25-Jul-24,5650.0,CE,0.0,0.0,0.0,1058.8,955.3,0,0.0,0,0,4-Jun-24,1386.4700000000007,1237.98,52.676605565963456,259.85532647032574,239.34390643727937
,BAJFINANCE,25-Jul-24,5700.0,CE,0.0,0.0,0.0,1715.35,912.1,0,0.0,0,0,4-Jun-24,1456.7400000000007,1323.515,61.751541943860225,282.8951394410701,248.05415303803753
,BAJFINANCE,25-Jul-24,5750.0,CE,0.0,0.0,0.0,970.65,869.65,0,0.0,0,0,4-Jun-24,1340.6600000000005,1318.025,50.03193094523072,238.3161309202452,246.10654861447907
,BAJFINANCE,25-Jul-24,5800.0,CE,0.0,0.0,0.0,1622.8,828.05,0,0.0,0,0,4-Jun-24,1435.3400000000006,1376.355,57.61771663693099,252.69706577235957,247.42465204605517
,BAJFINANCE,25-Jul-24,5850.0,CE,0.0,0.0,0.0,885.35,787.3,0,0.0,0,0,4-Jun-24,1250.5900000000006,1343.9550000000002,48.627682527963934,202.25652110353337,238.3910258575508
,BAJFINANCE,25-Jul-24,5900.0,CE,0.0,0.0,0.0,1531.6,747.5,0,0.0,0,0,4-Jun-24,1345.1500000000005,1365.81,55.22137528361042,211.9853647834725,233.10989364273513
,BAJFINANCE,25-Jul-24,5950.0,CE,0.0,0.0,0.0,803.2,708.65,0,0.0,0,0,4-Jun-24,1162.7200000000007,1309.73,47.777827045039096,159.08590766908333,218.30509644800478
,BAJFINANCE,25-Jul-24,6000.0,CE,0.0,0.0,0.0,1442.0,670.8,0,0.0,0,0,4-Jun-24,1256.9900000000007,1298.825,53.67528915822681,166.7859238026067,208.00126191892517
,BAJFINANCE,25-Jul-24,6050.0,CE,0.0,0.0,0.0,724.7,634.25,0,0.0,0,0,4-Jun-24,1077.3700000000008,1256.355,47.22599815731398,113.69749286673323,189.14050810848678
,BAJFINANCE,25-Jul-24,6100.0,CE,0.0,0.0,0.0,1354.2,598.5,0,0.0,0,0,4-Jun-24,1171.1400000000008,1210.865,52.60775920536057,121.02481913786687,175.5173703143628
,BAJFINANCE,25-Jul-24,6150.0,CE,0.0,0.0,0.0,650.35,563.7,0,0.0,0,0,4-Jun-24,994.8900000000007,1170.02,46.85437241161964,69.23882326325224,154.26166090414068
,BAJFINANCE,25-Jul-24,6200.0,CE,0.0,0.0,0.0,1268.45,530.3,0,0.0,0,0,4-Jun-24,1087.940000000001,1125.3300000000002,51.835879106070294,77.18382566048308,138.84609385540915
,BAJFINANCE,25-Jul-24,6250.0,CE,0.0,0.0,0.0,579.7,498.15,0,0.0,0,0,4-Jun-24,915.4800000000008,1086.2350000000001,46.594827475694444,27.585934938535843,116.59406207203449
,BAJFINANCE,25-Jul-24,6300.0,CE,0.0,0.0,0.0,1184.9,467.15,0,0.0,0,0,4-Jun-24,1007.5200000000008,1042.4450000000002,51.258311863464044,36.690881695545386,100.61342599673667
,BAJFINANCE,25-Jul-24,6350.0,CE,0.0,0.0,0.0,513.95,437.4,0,0.0,0,0,4-Jun-24,839.4700000000008,1005.305,46.41884564982139,-10.116819639510254,78.46737686948728
,BAJFINANCE,25-Jul-24,6400.0,CE,0.0,0.0,0.0,1103.8,408.9,0,0.0,0,0,4-Jun-24,930.1600000000008,962.5250000000002,50.815269629299145,0.3793325297709771,62.84976800154402
,BAJFINANCE,25-Jul-24,6450.0,CE,0.0,0.0,0.0,452.95,381.65,0,0.0,0,0,4-Jun-24,767.0600000000007,927.5,46.300863740032874,-43.32116742341066,41.615580916553085
,BAJFINANCE,25-Jul-24,6500.0,CE,0.0,0.0,0.0,1025.4,355.6,0,0.0,0,0,4-Jun-24,856.2000000000007,885.8400000000001,50.46884855006132,-31.400235279340222,27.012417677374422
,BAJFINANCE,25-Jul-24,6550.0,CE,0.0,0.0,0.0,396.7,330.8,0,0.0,0,0,4-Jun-24,698.5600000000006,853.0400000000002,46.22530022857155,-71.85534274162887,7.2388655935737605
,BAJFINANCE,25-Jul-24,6600.0,CE,0.0,0.0,0.0,949.85,307.2,0,0.0,0,0,4-Jun-24,785.7400000000007,812.6050000000001,50.19335098475332,-58.60614952556864,-5.930137430254721
,BAJFINANCE,25-Jul-24,6650.0,CE,0.0,0.0,0.0,345.3,284.85,0,0.0,0,0,4-Jun-24,634.0400000000006,782.1000000000001,46.18237994412549,-95.78406196853484,-23.900922337910746
,BAJFINANCE,25-Jul-24,6700.0,CE,0.0,0.0,0.0,877.5,263.7,0,0.0,0,0,4-Jun-24,718.9500000000007,743.0050000000001,49.97239046185937,-81.36579893133137,-35.39389765659487
,BAJFINANCE,25-Jul-24,6750.0,CE,0.0,0.0,0.0,298.75,243.75,0,0.0,0,0,4-Jun-24,573.6200000000007,714.9100000000001,46.164982454778695,-115.31028459812262,-51.377175044900426
,BAJFINANCE,25-Jul-24,6800.0,CE,0.0,0.0,0.0,807.75,224.9,0,0.0,0,0,4-Jun-24,655.8300000000007,677.195,49.78837224604945,-99.9869011792482,-61.09912027176998
,BAJFINANCE,25-Jul-24,6850.0,CE,0.0,0.0,0.0,256.85,207.2,0,0.0,0,0,4-Jun-24,517.2300000000007,651.485,46.16662609009216,-130.78838823079388,-75.03697386357477
,BAJFINANCE,25-Jul-24,6900.0,CE,0.0,0.0,0.0,741.65,190.55,0,0.0,0,0,4-Jun-24,596.5000000000007,615.2700000000001,49.63849487526503,-114.75663719447459,-82.98090652975473
,BAJFINANCE,25-Jul-24,6950.0,CE,0.0,0.0,0.0,219.45,175.0,0,0.0,0,0,4-Jun-24,464.89000000000067,591.9200000000001,46.18342539925913,-142.5453606025494,-94.89379734431367
,BAJFINANCE,25-Jul-24,7000.0,CE,190.0,233.25,145.05,156.95,156.95,64,574.8,11750,500,4-Jun-24,436.53000000000077,505.0750000000001,45.77277405657457,-167.67845887836256,-109.45072965112345
,BAJFINANCE,25-Jul-24,7050.0,CE,0.0,0.0,0.0,186.35,146.85,0,0.0,0,0,4-Jun-24,312.25000000000074,484.03999999999996,46.01594105696246,-183.11346796763644,-124.18327731442605
,BAJFINANCE,25-Jul-24,7100.0,CE,0.0,0.0,0.0,619.75,134.5,0,0.0,0,0,4-Jun-24,384.8300000000007,451.0300000000001,49.60361444455223,-158.54644126586942,-131.0559101047147
,BAJFINANCE,25-Jul-24,7150.0,CE,0.0,0.0,0.0,157.3,122.85,0,0.0,0,0,4-Jun-24,267.9600000000007,432.23,46.08427856358316,-174.38257201216737,-139.72124248620526
,BAJFINANCE,25-Jul-24,7200.0,CE,157.1,157.1,108.0,108.0,108.0,8,73.4,3125,0,4-Jun-24,245.6700000000007,355.2800000000001,45.71193502757496,-188.73529471069526,-149.52405293110326
,BAJFINANCE,25-Jul-24,7250.0,CE,0.0,0.0,0.0,132.35,101.65,0,0.0,0,0,4-Jun-24,240.75000000000077,338.64000000000004,45.94424597980296,-195.88702566013222,-158.79664747690904
,BAJFINANCE,25-Jul-24,7300.0,CE,124.2,124.2,98.9,98.9,92.35,2,18.52,0,0,4-Jun-24,223.26000000000073,267.75500000000005,45.65521952347924,-201.92627896057274,-167.42257377364177
,BAJFINANCE,25-Jul-24,7350.0,CE,0.0,0.0,0.0,110.25,83.75,0,0.0,0,0,4-Jun-24,121.36000000000072,253.09500000000008,45.77985783142336,-203.4513203901422,-174.62832309694187
,BAJFINANCE,25-Jul-24,7400.0,CE,0.0,0.0,0.0,462.95,75.85,0,0.0,0,0,4-Jun-24,182.49000000000075,225.22500000000005,49.64471166921196,-174.19200731769496,-174.5410599410925
,BAJFINANCE,25-Jul-24,7450.0,CE,0.0,0.0,0.0,91.45,68.6,0,0.0,0,0,4-Jun-24,179.18000000000072,212.42500000000004,45.93093526249339,-178.9182776191372,-175.41650347670145
,BAJFINANCE,25-Jul-24,7500.0,CE,74.55,92.15,59.85,61.15,61.15,138,1307.35,22875,-125,4-Jun-24,164.9400000000007,202.84500000000006,45.63110721214714,-182.9993352328696,-176.93306982793507
,BAJFINANCE,25-Jul-24,7600.0,CE,0.0,0.0,0.0,100.0,50.3,0,0.0,875,0,4-Jun-24,165.1600000000007,194.21000000000004,46.116790883777526,-181.0121372352768,-177.74888330940342
,BAJFINANCE,25-Jul-24,7700.0,CE,0.0,0.0,0.0,336.8,40.6,0,0.0,0,0,4-Jun-24,210.4700000000007,165.91500000000005,49.10137889123591,-158.50237085841323,-173.8995808192054
,BAJFINANCE,25-Jul-24,7800.0,CE,0.0,0.0,0.0,62.15,32.6,0,0.0,3500,0,4-Jun-24,130.3100000000007,156.40000000000003,45.92410792564629,-160.96962089524757,-171.31358883441382
,BAJFINANCE,25-Jul-24,7900.0,CE,0.0,0.0,0.0,268.55,26.0,0,0.0,0,0,4-Jun-24,165.73000000000076,172.45500000000004,48.615090789779195,-144.60328265179587,-165.97152759789023
,BAJFINANCE,25-Jul-24,8000.0,CE,37.25,37.25,21.7,22.05,22.05,56,562.21,21750,3125,4-Jun-24,157.91000000000074,161.425,45.690753426286705,-149.79656998069498,-162.73653607445118
,BAJFINANCE,25-Jul-24,8300.0,CE,0.0,0.0,0.0,23.0,10.0,0,0.0,250,0,4-Jun-24,142.51000000000073,153.83500000000004,45.704308850175394,-152.08251794515218,-160.60573244859137
,BAJFINANCE,25-Jul-24,5550.0,PE,0.0,0.0,0.0,21.2,28.0,0,0.0,0,0,4-Jun-24,79.39000000000073,144.93000000000004,45.68104353584723,-152.28395845354288,-158.94137764958168
,BAJFINANCE,25-Jul-24,5600.0,PE,0.0,0.0,0.0,13.05,32.95,0,0.0,0,0,4-Jun-24,69.57000000000073,99.94000000000004,45.56793875838287,-151.35649493785417,-157.42440110723618
,BAJFINANCE,25-Jul-24,5650.0,PE,0.0,0.0,0.0,29.55,38.5,0,0.0,0,0,4-Jun-24,21.770000000000728,93.75000000000003,45.860200919814794,-147.5887500758433,-155.4572709009576
,BAJFINANCE,25-Jul-24,5700.0,PE,40.0,93.0,40.0,93.0,44.8,33,237.19,4125,4125,4-Jun-24,35.96000000000073,96.93500000000003,47.03784969922582,-137.89335167881663,-151.94448705652943
,BAJFINANCE,25-Jul-24,5750.0,PE,0.0,0.0,0.0,40.25,51.9,0,0.0,0,0,4-Jun-24,39.41000000000073,90.96000000000004,46.13929276353306,-132.93378482440752,-148.14234661010505
,BAJFINANCE,25-Jul-24,5800.0,PE,51.0,75.0,51.0,75.0,59.75,5,36.65,1000,625,4-Jun-24,50.170000000000734,64.78000000000004,46.859472716860786,-124.76108959859518,-143.46609520780308
,BAJFINANCE,25-Jul-24,5850.0,PE,0.0,0.0,0.0,53.8,68.55,0,0.0,0,0,4-Jun-24,58.32000000000073,63.94500000000005,46.45140376278448,-118.62737009576676,-138.49835018539582
,BAJFINANCE,25-Jul-24,5900.0,PE,0.0,0.0,0.0,30.15,78.2,0,0.0,0,0,4-Jun-24,58.44000000000072,40.10500000000005,45.97045925738572,-114.35648022778705,-133.66997619387408
,BAJFINANCE,25-Jul-24,5950.0,PE,0.0,0.0,0.0,70.55,88.85,0,0.0,0,0,4-Jun-24,53.95000000000073,44.95500000000004,46.98033515242935,-106.48434166765722,-128.23284928863072
,BAJFINANCE,25-Jul-24,6000.0,PE,54.0,156.75,52.0,108.25,108.25,184,1402.74,29875,6375,4-Jun-24,67.55000000000072,53.48000000000004,47.957879309134775,-96.09580756308077,-121.80544094352072
,BAJFINANCE,25-Jul-24,6050.0,PE,0.0,0.0,0.0,90.95,113.45,0,0.0,0,0,4-Jun-24,70.74000000000072,60.45500000000004,47.52485760331101,-88.24159072829204,-115.09267090047499
,BAJFINANCE,25-Jul-24,6100.0,PE,0.0,0.0,0.0,49.15,127.2,0,0.0,0,0,4-Jun-24,69.81000000000071,64.06500000000004,46.43392001149345,-84.41687280099838,-108.95751128057967
,BAJFINANCE,25-Jul-24,6150.0,PE,0.0,0.0,0.0,115.45,141.85,0,0.0,0,0,4-Jun-24,86.87000000000073,72.65500000000006,48.4550181577414,-75.16939439299341,-102.19988790306242
,BAJFINANCE,25-Jul-24,6200.0,PE,70.0,158.0,70.0,152.0,152.0,11,87.05,3000,1250,4-Jun-24,103.16000000000072,78.55500000000005,49.58434967396707,-64.15191821130297,-94.59029396471053
,BAJFINANCE,25-Jul-24,6250.0,PE,0.0,0.0,0.0,143.75,175.3,0,0.0,0,0,4-Jun-24,110.26000000000072,88.90500000000006,49.321671436505206,-55.447036095034946,-86.7616423907754
,BAJFINANCE,25-Jul-24,6300.0,PE,108.0,185.8,108.0,185.8,185.8,9,72.38,24750,1125,4-Jun-24,129.23000000000073,99.98500000000004,50.75369401701128,-44.64068074929749,-78.33745006247982
,BAJFINANCE,25-Jul-24,6350.0,PE,0.0,0.0,0.0,176.9,213.55,0,0.0,0,0,4-Jun-24,154.78000000000074,112.29500000000004,50.42889424285902,-36.37540883170492,-69.94504181632483
,BAJFINANCE,25-Jul-24,6400.0,PE,0.0,0.0,0.0,130.0,234.55,0,0.0,125,0,4-Jun-24,157.69000000000074,122.28000000000006,48.661627083529936,-33.226544408158546,-62.60134233469157
,BAJFINANCE,25-Jul-24,6450.0,PE,0.0,0.0,0.0,214.75,256.75,0,0.0,0,0,4-Jun-24,170.24000000000075,136.70000000000005,51.93929144143874,-23.62015154745231,-54.80510417724372
,BAJFINANCE,25-Jul-24,6500.0,PE,150.0,365.05,131.35,288.8,288.8,140,1176.19,32500,2750,4-Jun-24,199.25000000000074,154.75500000000005,54.66290866248439,-9.91747735120154,-45.827578812035284
,BAJFINANCE,25-Jul-24,6550.0,PE,0.0,0.0,0.0,257.4,304.9,0,0.0,0,0,4-Jun-24,213.5700000000007,171.40000000000003,53.2839799120137,-1.5735875695098969,-36.976780563530205
,BAJFINANCE,25-Jul-24,6600.0,PE,400.0,400.0,225.05,225.05,330.85,3,25.81,250,250,4-Jun-24,223.20000000000073,188.99000000000007,51.83324907539397,2.4009538556845484,-29.101233679687255
,BAJFINANCE,25-Jul-24,6650.0,PE,0.0,0.0,0.0,304.9,357.95,0,0.0,0,0,4-Jun-24,258.1800000000007,207.93500000000003,55.08395032976884,11.857350085045596,-20.909516926740682
,BAJFINANCE,25-Jul-24,6700.0,PE,0.0,0.0,0.0,170.0,386.3,0,0.0,1250,0,4-Jun-24,249.2300000000007,209.73500000000004,49.060029884363175,8.369827471752444,-15.053648047042056
,BAJFINANCE,25-Jul-24,6750.0,PE,0.0,0.0,0.0,357.2,415.8,0,0.0,0,0,4-Jun-24,262.9100000000007,231.08,56.21571172293906,20.4753886439957,-7.947840708834504
,BAJFINANCE,25-Jul-24,6800.0,PE,350.0,475.0,250.05,475.0,475.0,6,54.12,5125,0,4-Jun-24,306.43000000000075,260.0,60.02148669538998,39.12361590265928,1.4664506134642536
,BAJFINANCE,25-Jul-24,6850.0,PE,0.0,0.0,0.0,414.2,478.25,0,0.0,0,0,4-Jun-24,344.26000000000073,283.7300000000001,57.25528790997358,48.43805474175281,10.860771439121965
,BAJFINANCE,25-Jul-24,6900.0,PE,0.0,0.0,0.0,222.15,511.15,0,0.0,0,0,4-Jun-24,327.7100000000007,292.94500000000005,49.49568661686563,39.86346346478334,16.66130984425424
,BAJFINANCE,25-Jul-24,6950.0,PE,0.0,0.0,0.0,475.7,545.05,0,0.0,0,0,4-Jun-24,388.8500000000007,319.0400000000001,57.65509945997012,52.917405188356724,23.912528913074738
,BAJFINANCE,25-Jul-24,7000.0,PE,425.8,538.1,413.05,503.8,580.0,29,270.97,5000,2250,4-Jun-24,418.1700000000007,340.5400000000001,58.45615841276979,64.7834004967022,32.08670322980023
,BAJFINANCE,25-Jul-24,7050.0,PE,0.0,0.0,0.0,350.0,615.9,0,0.0,0,0,4-Jun-24,393.1700000000007,349.80000000000007,52.59185357184705,61.072902228349506,37.883943029510085
,BAJFINANCE,25-Jul-24,7100.0,PE,0.0,0.0,0.0,296.65,653.05,0,0.0,0,0,4-Jun-24,369.6600000000007,356.96000000000004,50.69213351311763,53.21398874484413,40.94995217257689
,BAJFINANCE,25-Jul-24,7150.0,PE,0.0,0.0,0.0,611.35,690.85,0,0.0,0,0,4-Jun-24,447.50000000000074,387.605,59.89488853208979,71.55456662819637,47.07087506370079
,BAJFINANCE,25-Jul-24,7200.0,PE,0.0,0.0,0.0,409.65,729.25,0,0.0,250,0,4-Jun-24,434.2900000000007,411.57000000000005,53.05956363365848,69.01850010799433,51.460400072559494
,BAJFINANCE,25-Jul-24,7250.0,PE,750.0,750.0,750.0,750.0,768.7,1,10.0,0,-125,4-Jun-24,483.53000000000077,450.8500000000001,61.12217769974361,93.39544514079336,59.84740908620627
,BAJFINANCE,25-Jul-24,7300.0,PE,0.0,0.0,0.0,385.05,808.85,0,0.0,0,0,4-Jun-24,490.5400000000007,441.855,51.00549726557544,82.31703517913115,64.34133430479125
,BAJFINANCE,25-Jul-24,7350.0,PE,0.0,0.0,0.0,762.05,849.8,0,0.0,0,0,4-Jun-24,583.6200000000007,476.64000000000004,58.62415931005095,102.77335745783876,72.02773893540075
,BAJFINANCE,25-Jul-24,7400.0,PE,0.0,0.0,0.0,434.45,891.35,0,0.0,0,0,4-Jun-24,548.2400000000007,497.87000000000006,51.176958672991866,91.49585089605307,75.92136132753122
,BAJFINANCE,25-Jul-24,7450.0,PE,0.0,0.0,0.0,842.15,933.6,0,0.0,0,0,4-Jun-24,634.7400000000007,534.515,58.279970463386434,114.14058677048246,83.56520641612147
,BAJFINANCE,25-Jul-24,7500.0,PE,0.0,0.0,0.0,600.0,976.45,0,0.0,250,0,4-Jun-24,604.7400000000007,544.135,53.31835718453406,111.26463240691027,89.10509161427923
,BAJFINANCE,25-Jul-24,7600.0,PE,0.0,0.0,0.0,543.45,1063.75,0,0.0,0,0,4-Jun-24,636.4200000000008,563.4800000000001,52.20068961913993,103.23230767867665,91.93053482715871
,BAJFINANCE,25-Jul-24,7700.0,PE,0.0,0.0,0.0,602.85,1153.05,0,0.0,0,0,4-Jun-24,604.5800000000007,594.1,53.307869282301546,100.50120075281069,93.6446680122891
,BAJFINANCE,25-Jul-24,7800.0,PE,0.0,0.0,0.0,665.4,1244.05,0,0.0,0,0,4-Jun-24,650.7700000000008,599.5050000000001,54.502971505788054,102.20587537496345,95.35690948482397
,BAJFINANCE,25-Jul-24,7900.0,PE,0.0,0.0,0.0,731.0,1336.45,0,0.0,0,0,4-Jun-24,628.5400000000006,631.64,55.78126015411774,107.60975577266191,97.80747874239157
,BAJFINANCE,29-Aug-24,5600.0,CE,0.0,0.0,0.0,1173.4,1076.7,0,0.0,0,0,4-Jun-24,743.2200000000008,673.98,63.275072429809974,145.90841128911904,107.42766525173707
,BAJFINANCE,29-Aug-24,5700.0,CE,0.0,0.0,0.0,1089.9,996.05,0,0.0,0,0,4-Jun-24,852.5100000000008,744.4650000000001,61.16801264265136,167.590737847151,119.46027977081985
,BAJFINANCE,29-Aug-24,5800.0,CE,0.0,0.0,0.0,1009.05,918.4,0,0.0,0,0,4-Jun-24,933.7500000000007,769.1650000000001,59.11532658208552,176.2188770268382,130.81199922202353
,BAJFINANCE,29-Aug-24,5900.0,CE,0.0,0.0,0.0,931.15,844.15,0,0.0,0,0,4-Jun-24,986.9000000000008,818.8350000000002,57.12614160103915,174.75637778554642,139.6008749347281
,BAJFINANCE,29-Aug-24,6000.0,CE,0.0,0.0,0.0,856.6,772.95,0,0.0,0,0,4-Jun-24,1012.0200000000008,820.2800000000001,55.21144883836057,165.67201082686438,144.81510211315535
,BAJFINANCE,29-Aug-24,6100.0,CE,0.0,0.0,0.0,785.05,705.1,0,0.0,0,0,4-Jun-24,934.3500000000007,838.7850000000001,53.36282030528739,150.95893687545401,146.04386906561507
,BAJFINANCE,29-Aug-24,6200.0,CE,0.0,0.0,0.0,716.75,641.25,0,0.0,0,0,4-Jun-24,859.7200000000008,856.1150000000001,51.587167943030586,132.2628369206402,143.2876626366201
,BAJFINANCE,29-Aug-24,6300.0,CE,0.0,0.0,0.0,652.45,581.1,0,0.0,0,0,4-Jun-24,788.4000000000008,861.075,49.903617437282286,110.97828183443983,136.82578647618405
,BAJFINANCE,29-Aug-24,6400.0,CE,0.0,0.0,0.0,591.85,524.8,0,0.0,0,0,4-Jun-24,720.5400000000006,853.72,48.30365141682519,88.20345056366239,127.10131929367972
,BAJFINANCE,29-Aug-24,6500.0,CE,0.0,0.0,0.0,535.05,472.25,0,0.0,0,0,4-Jun-24,656.2300000000007,834.125,46.789438455976104,64.8237001314161,114.645795461227
,BAJFINANCE,29-Aug-24,6600.0,CE,0.0,0.0,0.0,482.0,423.5,0,0.0,0,0,4-Jun-24,595.6200000000008,764.9850000000001,45.359245753108354,41.535591386705505,100.0237546463227
,BAJFINANCE,29-Aug-24,6700.0,CE,0.0,0.0,0.0,432.65,378.5,0,0.0,0,0,4-Jun-24,538.8000000000008,699.26,44.011525969205,18.879829932739085,83.79496970360597
,BAJFINANCE,29-Aug-24,6800.0,CE,0.0,0.0,0.0,387.1,337.15,0,0.0,0,0,4-Jun-24,485.73000000000076,637.065,42.74898495821944,-2.719183513334201,66.49213906021794
,BAJFINANCE,29-Aug-24,6900.0,CE,0.0,0.0,0.0,345.15,299.25,0,0.0,0,0,4-Jun-24,436.39000000000067,578.465,41.566353938748804,-22.956938395433326,48.60232356908768
,BAJFINANCE,29-Aug-24,7000.0,CE,0.0,0.0,0.0,306.7,264.75,0,0.0,0,0,4-Jun-24,390.7200000000007,523.475,40.46147614727721,-41.618348193141514,30.558189216641843
,BAJFINANCE,29-Aug-24,7100.0,CE,0.0,0.0,0.0,271.65,233.45,0,0.0,0,0,4-Jun-24,348.65000000000066,472.1350000000001,39.43250535959065,-58.56083908088277,12.73438355713692
,BAJFINANCE,29-Aug-24,7200.0,CE,0.0,0.0,0.0,239.8,205.2,0,0.0,0,0,4-Jun-24,310.0800000000007,424.44000000000005,38.47498959878564,-73.7082511544022,-4.554143385170906
,BAJFINANCE,29-Aug-24,7300.0,CE,0.0,0.0,0.0,211.0,180.15,0,0.0,0,0,4-Jun-24,274.86000000000075,380.2950000000001,37.586222488216414,-87.03333752363358,-21.04998221286344
,BAJFINANCE,29-Aug-24,7400.0,CE,0.0,0.0,0.0,185.4,157.5,0,0.0,0,0,4-Jun-24,242.9100000000007,339.65000000000003,36.7730708831487,-98.52355234256265,-36.54469623880328
,BAJFINANCE,29-Aug-24,7500.0,CE,0.0,0.0,0.0,162.25,137.0,0,0.0,0,0,4-Jun-24,214.02000000000072,302.37000000000006,36.01429507602067,-108.24980552158041,-50.88571809535871
,BAJFINANCE,29-Aug-24,7600.0,CE,0.0,0.0,0.0,150.0,118.95,0,0.0,375,0,4-Jun-24,189.69000000000074,269.1700000000001,35.595741175547225,-115.61368131116319,-63.83131073851961
,BAJFINANCE,29-Aug-24,7800.0,CE,0.0,0.0,0.0,106.5,88.95,0,0.0,0,0,4-Jun-24,163.0300000000007,236.55500000000006,34.08103932193236,-123.53565030515352,-75.77217865184639
,BAJFINANCE,29-Aug-24,8000.0,CE,0.0,0.0,0.0,79.35,65.8,0,0.0,0,0,4-Jun-24,136.70000000000073,205.78000000000006,33.133363284787194,-130.50031945651176,-86.71780681277946
,BAJFINANCE,29-Aug-24,5600.0,PE,0.0,0.0,0.0,56.1,71.85,0,0.0,0,0,4-Jun-24,110.84000000000074,176.87500000000006,32.30493717858449,-136.3244868035131,-96.63914281092619
,BAJFINANCE,29-Aug-24,5700.0,PE,0.0,0.0,0.0,70.8,89.5,0,0.0,0,0,4-Jun-24,92.55000000000072,153.28500000000003,33.43810181706146,-138.16137590098126,-104.9435894289372
,BAJFINANCE,29-Aug-24,5800.0,PE,0.0,0.0,0.0,88.15,110.15,0,0.0,0,0,4-Jun-24,80.18000000000073,134.93500000000006,34.82481022885808,-136.64199982747644,-111.28327150864504
,BAJFINANCE,29-Aug-24,5900.0,PE,0.0,0.0,0.0,108.4,134.15,0,0.0,0,0,4-Jun-24,80.56000000000071,121.79500000000004,36.48793904743189,-132.2790470653006,-115.48242661997615
,BAJFINANCE,29-Aug-24,6000.0,PE,99.9,170.0,74.9,125.0,125.0,21,160.59,7500,2500,4-Jun-24,89.69000000000074,113.19500000000005,37.88718021512305,-126.02910917966082,-117.59176313191308
,BAJFINANCE,29-Aug-24,6100.0,PE,0.0,0.0,0.0,158.7,191.7,0,0.0,0,0,4-Jun-24,110.21000000000072,110.52500000000005,40.741442883841586,-117.00788594527452,-117.47498769458537
,BAJFINANCE,29-Aug-24,6200.0,PE,0.0,0.0,0.0,188.65,226.15,0,0.0,0,0,4-Jun-24,133.78000000000074,113.16500000000005,43.23789254001326,-106.21737901297442,-115.22346595826318
,BAJFINANCE,29-Aug-24,6300.0,PE,0.0,0.0,0.0,85.0,264.3,0,0.0,1000,0,4-Jun-24,133.15000000000072,106.66500000000005,37.37035208731048,-104.82119974677948,-113.14301271596644
,BAJFINANCE,29-Aug-24,6400.0,PE,0.0,0.0,0.0,260.15,306.3,0,0.0,0,0,4-Jun-24,163.50000000000074,122.03000000000004,49.77391423739947,-88.56070374338711,-108.22655092145057
,BAJFINANCE,29-Aug-24,6500.0,PE,250.0,350.0,250.0,350.0,352.1,3,25.46,375,375,4-Jun-24,208.50000000000074,149.09500000000003,54.727231371089346,-67.64423874080464,-100.11008848532138
,BAJFINANCE,29-Aug-24,6600.0,PE,0.0,0.0,0.0,346.65,401.6,0,0.0,0,0,4-Jun-24,246.09000000000074,178.15000000000003,54.511374764976175,-50.75305688703429,-90.23868216566396
,BAJFINANCE,29-Aug-24,6700.0,PE,0.0,0.0,0.0,395.55,454.9,0,0.0,0,0,4-Jun-24,287.4700000000007,210.62500000000006,57.16712845015246,-33.03998783479787,-78.79894329949074
,BAJFINANCE,29-Aug-24,6800.0,PE,0.0,0.0,0.0,448.15,511.8,0,0.0,0,0,4-Jun-24,360.1000000000007,246.62500000000006,59.88045783272814,-14.589691707435463,-65.95709298107968
,BAJFINANCE,29-Aug-24,6900.0,PE,0.0,0.0,0.0,504.4,572.25,0,0.0,0,0,4-Jun-24,408.9500000000007,286.225,62.608316187398785,4.51911228645173,-51.8618519275734
,BAJFINANCE,29-Aug-24,7000.0,PE,0.0,0.0,0.0,564.2,636.05,0,0.0,0,0,4-Jun-24,451.7900000000007,330.14500000000004,65.30883999256417,24.209267982101778,-36.64762794563836
,BAJFINANCE,29-Aug-24,7100.0,PE,0.0,0.0,0.0,627.3,703.05,0,0.0,0,0,4-Jun-24,507.9200000000007,377.005,67.94001178325047,44.39375728231647,-20.439350900047394
,BAJFINANCE,29-Aug-24,7200.0,PE,0.0,0.0,0.0,693.65,773.1,0,0.0,0,0,4-Jun-24,567.5400000000008,427.505,70.47575586974372,64.9947815798372,-3.352524404070474
,BAJFINANCE,29-Aug-24,7300.0,PE,0.0,0.0,0.0,763.1,846.3,0,0.0,0,0,4-Jun-24,630.5300000000008,495.31500000000005,72.8925861596282,85.9346749003468,14.504915456812984
