INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,SMA_5,SMA_10,RSI_14,MACD,MACD_Signal
,GUJGASLTD,25-Jul-24,495.0,CE,0.0,0.0,0.0,59.3,53.65,0,0.0,0,0,4-Jun-24,71.45000000000073,82.61,42.96152688335922,0.908642413572764,7.601886273179623
,GUJGASLTD,25-Jul-24,500.0,CE,0.0,0.0,0.0,67.25,50.1,0,0.0,0,0,4-Jun-24,69.88000000000072,78.745,45.92165678189644,-0.2641103235648501,6.028686953830729
,GUJGASLTD,25-Jul-24,505.0,CE,0.0,0.0,0.0,52.05,46.75,0,0.0,0,0,4-Jun-24,63.96000000000073,74.705,41.488327875855965,-2.392459501395564,4.34445766278547
,GUJGASLTD,25-Jul-24,510.0,CE,0.0,0.0,0.0,60.6,43.5,0,0.0,0,0,4-Jun-24,62.69000000000072,71.015,44.721127526369195,-3.350653763212847,2.8054353775858067
,GUJGASLTD,25-Jul-24,515.0,CE,0.0,0.0,0.0,45.35,40.4,0,0.0,0,0,4-Jun-24,56.91000000000072,67.19,40.43038396694422,-5.27971589126669,1.1884051238153073
,GUJGASLTD,25-Jul-24,520.0,CE,0.0,0.0,0.0,54.4,37.45,0,0.0,0,0,4-Jun-24,55.930000000000724,63.69,43.872002872067554,-6.0089843290152345,-0.25107276675080126
,GUJGASLTD,25-Jul-24,525.0,CE,0.0,0.0,0.0,39.2,34.65,0,0.0,0,0,4-Jun-24,50.320000000000725,60.1,39.721131450173246,-7.724405648288148,-1.7457393430582706
,GUJGASLTD,25-Jul-24,530.0,CE,0.0,0.0,0.0,48.65,31.95,0,0.0,0,0,4-Jun-24,49.64000000000073,56.8,43.3121271423208,-8.226523141755088,-3.0418961027976343
,GUJGASLTD,25-Jul-24,535.0,CE,0.0,0.0,0.0,33.6,29.45,0,0.0,0,0,4-Jun-24,44.24000000000073,53.464999999999996,39.29700619242158,-9.726740287442809,-4.378864939726669
,GUJGASLTD,25-Jul-24,540.0,CE,0.0,0.0,0.0,43.3,27.05,0,0.0,0,0,4-Jun-24,43.83000000000073,50.37,42.96676119952807,-10.017488874093388,-5.506589726600013
,GUJGASLTD,25-Jul-24,545.0,CE,0.0,0.0,0.0,28.6,24.8,0,0.0,0,0,4-Jun-24,38.67000000000073,47.3,39.108202590470775,-11.303773506094906,-6.666026482498991
,GUJGASLTD,25-Jul-24,550.0,CE,0.0,0.0,0.0,38.35,22.7,0,0.0,0,0,4-Jun-24,38.500000000000725,44.41,42.778678125769574,-11.404950656453991,-7.613811317289992
,GUJGASLTD,25-Jul-24,555.0,CE,0.0,0.0,0.0,24.1,20.75,0,0.0,0,0,4-Jun-24,33.59000000000073,41.615,39.07169410390798,-12.491001692701658,-8.589249392372325
,GUJGASLTD,25-Jul-24,560.0,CE,0.0,0.0,0.0,33.85,18.9,0,0.0,0,0,4-Jun-24,33.64000000000073,38.94,42.728535122494534,-12.421771003805091,-9.355753714658878
,GUJGASLTD,25-Jul-24,565.0,CE,0.0,0.0,0.0,20.2,17.2,0,0.0,0,0,4-Jun-24,29.020000000000728,36.425,39.18288329691847,-13.314860680552158,-10.147575107837534
,GUJGASLTD,25-Jul-24,570.0,CE,0.0,0.0,0.0,29.8,15.6,0,0.0,0,0,4-Jun-24,29.26000000000073,33.964999999999996,42.77917929880666,-13.097026544891861,-10.7374653952484
,GUJGASLTD,25-Jul-24,575.0,CE,0.0,0.0,0.0,16.75,14.1,0,0.0,0,0,4-Jun-24,24.94000000000073,31.72,39.37094527519531,-13.81813055205383,-11.353598426609485
,GUJGASLTD,25-Jul-24,580.0,CE,0.0,0.0,0.0,26.05,12.75,0,0.0,0,0,4-Jun-24,25.33000000000073,29.459999999999997,42.86444360726725,-13.483746163909466,-11.77962797406948
,GUJGASLTD,25-Jul-24,585.0,CE,0.0,0.0,0.0,13.8,11.55,0,0.0,0,0,4-Jun-24,21.32000000000073,27.48,39.62557628425152,-14.045311145689126,-12.23276460839341
,GUJGASLTD,25-Jul-24,590.0,CE,0.0,0.0,0.0,22.75,10.4,0,0.0,0,0,4-Jun-24,21.83000000000073,25.425,43.01354387324343,-13.611263069924593,-12.508464300699647
,GUJGASLTD,25-Jul-24,595.0,CE,0.0,0.0,0.0,11.3,9.3,0,0.0,0,0,4-Jun-24,18.130000000000727,23.695,39.92668590918577,-14.029473118030165,-12.81266606416575
,GUJGASLTD,25-Jul-24,600.0,CE,18.9,18.9,18.9,18.9,8.35,1,7.73,6250,1250,4-Jun-24,18.56000000000073,21.75,42.85798261042535,-13.59098272132621,-12.968329395597841
,GUJGASLTD,25-Jul-24,605.0,CE,0.0,0.0,0.0,9.15,7.5,0,0.0,0,0,4-Jun-24,15.180000000000726,20.255,40.15120556806397,-13.870330898024523,-13.148729696083178
,GUJGASLTD,25-Jul-24,610.0,CE,0.0,0.0,0.0,17.1,6.7,0,0.0,0,0,4-Jun-24,15.840000000000728,18.580000000000002,43.29592721175256,-13.296938946457395,-13.178371546158022
,GUJGASLTD,25-Jul-24,615.0,CE,0.0,0.0,0.0,7.35,5.95,0,0.0,0,0,4-Jun-24,12.760000000000728,17.295,40.48624941323876,-13.47394594797651,-13.23748642652172
,GUJGASLTD,25-Jul-24,620.0,CE,0.0,0.0,0.0,14.75,5.3,0,0.0,0,0,4-Jun-24,13.450000000000728,15.790000000000001,43.48398152963811,-12.868764015286626,-13.163741944274701
,GUJGASLTD,25-Jul-24,625.0,CE,0.0,0.0,0.0,5.9,4.7,0,0.0,0,0,4-Jun-24,10.85000000000073,14.705000000000002,40.83485471112413,-12.953948951039148,-13.121783345627591
,GUJGASLTD,25-Jul-24,630.0,CE,0.0,0.0,0.0,12.65,4.2,0,0.0,0,0,4-Jun-24,11.550000000000727,13.365,43.654397311741064,-12.33460439698726,-12.964347555899526
,GUJGASLTD,25-Jul-24,640.0,CE,0.0,0.0,0.0,10.85,3.25,0,0.0,0,0,4-Jun-24,10.300000000000727,13.069999999999999,43.065023506528235,-11.85238738857638,-12.741955522434896
,GUJGASLTD,25-Jul-24,650.0,CE,0.0,0.0,0.0,9.25,2.55,0,0.0,0,0,4-Jun-24,10.680000000000728,11.72,42.51555494849755,-11.46714742599149,-12.486993903146216
,GUJGASLTD,25-Jul-24,425.0,PE,0.0,0.0,0.0,0.65,0.85,0,0.0,0,0,4-Jun-24,7.860000000000727,10.655000000000001,39.591514195012266,-11.720681387772654,-12.333731400071503
,GUJGASLTD,25-Jul-24,430.0,PE,0.0,0.0,0.0,2.55,1.05,0,0.0,0,0,4-Jun-24,7.190000000000728,9.02,40.56409188875877,-11.634183136885843,-12.193821747434372
,GUJGASLTD,25-Jul-24,435.0,PE,0.0,0.0,0.0,1.05,1.3,0,0.0,0,0,4-Jun-24,4.8700000000007275,8.21,40.016337291398195,-11.5534886880499,-12.065755135557477
,GUJGASLTD,25-Jul-24,440.0,PE,0.0,0.0,0.0,3.45,1.6,0,0.0,0,0,4-Jun-24,3.3900000000007275,6.845000000000001,41.38026941352375,-11.167149861320313,-11.886034080710045
,GUJGASLTD,25-Jul-24,445.0,PE,0.0,0.0,0.0,1.6,2.0,0,0.0,0,0,4-Jun-24,1.8600000000007277,6.27,40.613654927978885,-10.884780126859011,-11.685783289939838
,GUJGASLTD,25-Jul-24,450.0,PE,0.0,0.0,0.0,4.6,2.4,0,0.0,0,0,4-Jun-24,2.6500000000007278,5.255,42.47478267964956,-10.300190960237092,-11.408664823999288
,GUJGASLTD,25-Jul-24,455.0,PE,0.0,0.0,0.0,2.4,2.9,0,0.0,0,0,4-Jun-24,2.620000000000728,4.904999999999999,41.44892072538538,-9.900296986841148,-11.10699125656766
,GUJGASLTD,25-Jul-24,460.0,PE,5.1,5.1,5.1,5.1,3.5,1,5.81,1250,1250,4-Jun-24,3.430000000000727,4.15,43.260143045240326,-9.258781230056963,-10.73734925126552
,GUJGASLTD,25-Jul-24,465.0,PE,0.0,0.0,0.0,3.45,4.15,0,0.0,0,0,4-Jun-24,3.430000000000728,3.41,42.3970115474455,-8.782279925111439,-10.346335386034704
,GUJGASLTD,25-Jul-24,470.0,PE,0.0,0.0,0.0,7.75,4.9,0,0.0,0,0,4-Jun-24,4.660000000000728,3.2600000000000002,45.45151687707451,-7.965849786762536,-9.870238266180271
,GUJGASLTD,25-Jul-24,475.0,PE,0.0,0.0,0.0,4.8,5.75,0,0.0,0,0,4-Jun-24,4.700000000000728,3.675,43.73798234618661,-7.470745264845163,-9.390339665913249
,GUJGASLTD,25-Jul-24,480.0,PE,0.0,0.0,0.0,7.25,6.7,0,0.0,8750,0,4-Jun-24,5.670000000000728,4.145,45.573193677525566,-6.802264568017074,-8.872724646334014
,GUJGASLTD,25-Jul-24,485.0,PE,0.0,0.0,0.0,6.55,7.75,0,0.0,0,0,4-Jun-24,5.960000000000727,4.695,45.12033805593345,-6.2568479016359,-8.349549297394391
,GUJGASLTD,25-Jul-24,490.0,PE,0.0,0.0,0.0,11.3,8.95,0,0.0,2500,0,4-Jun-24,7.530000000000728,5.4799999999999995,48.83567177002034,-5.379306662714627,-7.755500770458439
,GUJGASLTD,25-Jul-24,495.0,PE,0.0,0.0,0.0,8.75,10.3,0,0.0,0,0,4-Jun-24,7.730000000000727,6.195,46.99625188124023,-4.833890516406341,-7.17117871964802
,GUJGASLTD,25-Jul-24,500.0,PE,0.0,0.0,0.0,10.0,11.7,0,0.0,6250,0,4-Jun-24,8.770000000000728,6.734999999999999,48.029617810415665,-4.2517680027299765,-6.587296576264411
,GUJGASLTD,25-Jul-24,505.0,PE,0.0,0.0,0.0,11.45,13.25,0,0.0,0,0,4-Jun-24,9.610000000000728,7.639999999999999,49.26526816672149,-3.6315663979666706,-5.996150540604862
,GUJGASLTD,25-Jul-24,510.0,PE,0.0,0.0,0.0,18.2,15.0,0,0.0,0,0,4-Jun-24,11.940000000000726,8.95,54.66857370254047,-2.5658065492436624,-5.310081742332622
,GUJGASLTD,25-Jul-24,515.0,PE,0.0,0.0,0.0,14.65,16.85,0,0.0,0,0,4-Jun-24,12.610000000000728,10.07,51.558547187828154,-1.9847604392841145,-4.64501748172292
,GUJGASLTD,25-Jul-24,520.0,PE,0.0,0.0,0.0,21.8,18.85,0,0.0,0,0,4-Jun-24,15.220000000000727,11.475,56.879315699303646,-0.9365361600931958,-3.9033212173969756
,GUJGASLTD,25-Jul-24,525.0,PE,0.0,0.0,0.0,18.35,20.95,0,0.0,0,0,4-Jun-24,16.89000000000073,12.830000000000002,53.80815164800009,-0.3798187201562282,-3.198620717948826
,GUJGASLTD,25-Jul-24,530.0,PE,0.0,0.0,0.0,25.85,23.25,0,0.0,0,0,4-Jun-24,19.770000000000728,14.690000000000001,58.99191316121565,0.658974929026936,-2.4271015885536737
,GUJGASLTD,25-Jul-24,535.0,PE,0.0,0.0,0.0,22.65,25.65,0,0.0,0,0,4-Jun-24,20.66000000000073,16.3,56.09917233869399,1.2100642561188515,-1.6996684196191687
,GUJGASLTD,25-Jul-24,540.0,PE,0.0,0.0,0.0,30.35,28.25,0,0.0,0,0,4-Jun-24,23.80000000000073,18.205000000000002,61.048706823361755,2.2422845066197112,-0.9112778343713926
,GUJGASLTD,25-Jul-24,545.0,PE,0.0,0.0,0.0,27.55,30.95,0,0.0,0,0,4-Jun-24,24.950000000000728,20.085,58.46729874212856,2.8020891529480814,-0.16860443690749782
,GUJGASLTD,25-Jul-24,550.0,PE,0.0,0.0,0.0,35.25,33.8,0,0.0,0,0,4-Jun-24,28.33000000000073,22.610000000000003,63.08948723620165,3.822994911148964,0.6297154327037946
,GUJGASLTD,25-Jul-24,555.0,PE,0.0,0.0,0.0,32.95,36.75,0,0.0,0,0,4-Jun-24,29.75000000000073,24.759999999999998,60.90896515465087,4.395807172860206,1.3829337807350768
,GUJGASLTD,25-Jul-24,560.0,PE,0.0,0.0,0.0,40.55,39.85,0,0.0,0,0,4-Jun-24,33.33000000000073,26.994999999999997,65.19025624712827,5.400764846020181,2.1864999937920975
,GUJGASLTD,25-Jul-24,565.0,PE,0.0,0.0,0.0,38.9,43.1,0,0.0,0,0,4-Jun-24,35.04000000000073,29.419999999999998,63.56263073495572,5.9949537370028345,2.948190742434245
,GUJGASLTD,25-Jul-24,570.0,PE,0.0,0.0,0.0,46.3,46.45,0,0.0,0,0,4-Jun-24,38.790000000000724,31.869999999999997,67.48370698514667,6.98248117310602,3.7550488285686003
,GUJGASLTD,25-Jul-24,575.0,PE,0.0,0.0,0.0,45.35,49.95,0,0.0,0,0,4-Jun-24,40.81000000000073,34.57000000000001,66.49442505147663,7.600829094006169,4.5242048816561145
,GUJGASLTD,25-Jul-24,580.0,PE,0.0,0.0,0.0,52.4,53.55,0,0.0,0,0,4-Jun-24,44.70000000000073,37.225,70.00819950168807,8.561063743212774,5.3315766539674465
,GUJGASLTD,25-Jul-24,585.0,PE,0.0,0.0,0.0,52.3,57.25,0,0.0,0,0,4-Jun-24,47.05000000000073,40.190000000000005,69.89622835808319,9.207845149363663,6.10683035304669
,GUJGASLTD,25-Jul-24,590.0,PE,0.0,0.0,0.0,58.9,61.05,0,0.0,0,0,4-Jun-24,51.05000000000073,43.045,72.96911213890354,10.136145736526174,6.912693429742587
,GUJGASLTD,25-Jul-24,595.0,PE,0.0,0.0,0.0,59.7,64.95,0,0.0,0,0,4-Jun-24,53.73000000000072,46.26,73.32455325227559,10.811752797846928,7.692505303363456
,GUJGASLTD,25-Jul-24,600.0,PE,0.0,0.0,0.0,65.7,68.95,0,0.0,0,0,4-Jun-24,57.80000000000073,49.30499999999999,75.88566531020459,11.696496190074342,8.493303480705633
,GUJGASLTD,25-Jul-24,605.0,PE,0.0,0.0,0.0,67.45,73.0,0,0.0,0,0,4-Jun-24,60.81000000000073,52.754999999999995,76.5915930056667,12.39597894820038,9.273838574204582
,GUJGASLTD,25-Jul-24,610.0,PE,0.0,0.0,0.0,72.85,77.15,0,0.0,0,0,4-Jun-24,64.92000000000073,55.985,78.66688671907782,13.233511263561802,10.065773112076027
,GUJGASLTD,25-Jul-24,615.0,PE,0.0,0.0,0.0,75.55,81.4,0,0.0,0,0,4-Jun-24,68.25000000000072,59.65,79.63888170694305,13.954272920741701,10.843473073809161
,GUJGASLTD,25-Jul-24,620.0,PE,0.0,0.0,0.0,80.35,85.65,0,0.0,0,0,4-Jun-24,72.38000000000072,63.05500000000001,81.27250401450887,14.742855154478178,11.623349489942964
,GUJGASLTD,25-Jul-24,625.0,PE,0.0,0.0,0.0,83.95,90.05,0,0.0,0,0,4-Jun-24,76.03000000000073,66.91499999999999,82.4122455327583,15.479859979719265,12.394651587898224
,GUJGASLTD,25-Jul-24,630.0,PE,0.0,0.0,0.0,88.1,94.45,0,0.0,0,0,4-Jun-24,80.16000000000072,70.485,83.64772390397836,16.211930882917045,13.158107446901989
,GUJGASLTD,25-Jul-24,640.0,PE,0.0,0.0,0.0,96.1,103.45,0,0.0,0,0,4-Jun-24,84.81000000000071,74.865,85.72889977736814,17.23891599644331,13.974269156810253
,GUJGASLTD,25-Jul-24,650.0,PE,0.0,0.0,0.0,104.3,112.6,0,0.0,0,0,4-Jun-24,90.56000000000073,79.405,87.48684715041351,18.501210133861974,14.879657352220597
,GUJGASLTD,29-Aug-24,430.0,CE,0.0,0.0,0.0,120.2,113.75,0,0.0,0,0,4-Jun-24,98.53000000000073,85.455,90.04702099690749,20.547723089003533,16.013270499577185
,GUJGASLTD,29-Aug-24,440.0,CE,0.0,0.0,0.0,111.3,105.0,0,0.0,0,0,4-Jun-24,104.00000000000072,90.015,80.16055679800162,21.20698283347052,17.052012966355854
,GUJGASLTD,29-Aug-24,450.0,CE,0.0,0.0,0.0,102.65,96.55,0,0.0,0,0,4-Jun-24,106.91000000000072,93.535,71.89825964083593,20.791793370207102,17.799969047126105
,GUJGASLTD,29-Aug-24,460.0,CE,0.0,0.0,0.0,94.25,88.35,0,0.0,0,0,4-Jun-24,106.54000000000073,95.675,64.902289247069,19.55947349591004,18.151869936882893
,GUJGASLTD,29-Aug-24,470.0,CE,0.0,0.0,0.0,86.15,80.55,0,0.0,0,0,4-Jun-24,102.91000000000072,96.735,58.94601792200162,17.724926887889154,18.066481327084144
,GUJGASLTD,29-Aug-24,480.0,CE,0.0,0.0,0.0,78.45,73.1,0,0.0,0,0,4-Jun-24,94.56000000000073,96.54499999999999,53.88356317962379,15.47136556379428,17.547458174426172
,GUJGASLTD,29-Aug-24,490.0,CE,0.0,0.0,0.0,71.1,66.0,0,0.0,0,0,4-Jun-24,86.52000000000073,95.26,49.51235433039221,12.94311819518667,16.626590178578272
,GUJGASLTD,29-Aug-24,500.0,CE,0.0,0.0,0.0,64.1,59.3,0,0.0,0,0,4-Jun-24,78.81000000000073,92.86,45.709197530143044,10.256393126389412,15.3525507681405
,GUJGASLTD,29-Aug-24,510.0,CE,0.0,0.0,0.0,57.55,53.1,0,0.0,0,0,4-Jun-24,71.47000000000074,89.005,42.42534265702042,7.512020002672017,13.784444615046803
,GUJGASLTD,29-Aug-24,520.0,CE,0.0,0.0,0.0,51.45,47.3,0,0.0,0,0,4-Jun-24,64.53000000000073,83.72,39.573913554070764,4.789653367250452,11.985486365487533
,GUJGASLTD,29-Aug-24,530.0,CE,0.0,0.0,0.0,45.75,41.95,0,0.0,0,0,4-Jun-24,57.99000000000073,76.275,37.06691888262903,2.1474612355982146,10.01788133950967
,GUJGASLTD,29-Aug-24,540.0,CE,0.0,0.0,0.0,40.55,37.05,0,0.0,0,0,4-Jun-24,51.88000000000072,69.2,34.89510741966677,-0.36191962236974007,7.941921147133788
,GUJGASLTD,29-Aug-24,550.0,CE,0.0,0.0,0.0,35.75,32.55,0,0.0,0,0,4-Jun-24,46.21000000000073,62.50999999999999,32.974509080067236,-2.7067402988703435,5.812188857932961
,GUJGASLTD,29-Aug-24,560.0,CE,0.0,0.0,0.0,31.35,28.5,0,0.0,0,0,4-Jun-24,40.970000000000724,56.21999999999999,31.275215402839496,-4.864001623207052,3.6769507617049584
,GUJGASLTD,29-Aug-24,570.0,CE,0.0,0.0,0.0,27.4,24.8,0,0.0,0,0,4-Jun-24,36.16000000000073,50.34499999999999,29.790976064342757,-6.813833126625184,1.5787939840389298
,GUJGASLTD,29-Aug-24,580.0,CE,0.0,0.0,0.0,23.85,21.55,0,0.0,0,0,4-Jun-24,31.78000000000073,44.885,28.48269617202756,-8.547019254640823,-0.4463686636970208
,GUJGASLTD,29-Aug-24,590.0,CE,0.0,0.0,0.0,20.65,18.6,0,0.0,0,0,4-Jun-24,27.80000000000073,39.839999999999996,27.318106751851612,-10.062797340640067,-2.36965439908563
,GUJGASLTD,29-Aug-24,600.0,CE,0.0,0.0,0.0,17.85,16.05,0,0.0,0,0,4-Jun-24,24.220000000000727,35.214999999999996,26.304623514765314,-11.359058834335883,-4.167535286135681
,GUJGASLTD,29-Aug-24,610.0,CE,0.0,0.0,0.0,15.35,13.75,0,0.0,0,0,4-Jun-24,21.020000000000728,30.995000000000005,25.398594074099062,-12.444630559204846,-5.822954340749514
,GUJGASLTD,29-Aug-24,620.0,CE,0.0,0.0,0.0,13.15,11.75,0,0.0,0,0,4-Jun-24,18.170000000000726,27.165,24.595738472815214,-13.328829140692442,-7.324129300738099
,GUJGASLTD,29-Aug-24,640.0,CE,0.0,0.0,0.0,9.5,8.45,0,0.0,0,0,4-Jun-24,15.300000000000727,23.54,23.280871361082603,-14.160849919456883,-8.691473424481856
,GUJGASLTD,29-Aug-24,430.0,PE,0.0,0.0,0.0,2.45,3.1,0,0.0,0,0,4-Jun-24,11.660000000000728,19.73,20.951117092569657,-15.213734006301308,-9.995925540845747
,GUJGASLTD,29-Aug-24,440.0,PE,0.0,0.0,0.0,3.35,4.15,0,0.0,0,0,4-Jun-24,8.760000000000726,16.490000000000002,22.023896650789897,-15.793472433244364,-11.15543491932547
,GUJGASLTD,29-Aug-24,450.0,PE,0.0,0.0,0.0,4.5,5.5,0,0.0,0,0,4-Jun-24,6.590000000000728,13.805000000000001,23.453385442691395,-15.975962967934858,-12.119540529047349
,GUJGASLTD,29-Aug-24,460.0,PE,0.0,0.0,0.0,5.95,7.2,0,0.0,0,0,4-Jun-24,5.150000000000728,11.66,25.312566171129014,-15.821208110864049,-12.859874045410688
,GUJGASLTD,29-Aug-24,470.0,PE,0.0,0.0,0.0,7.7,9.2,0,0.0,0,0,4-Jun-24,4.790000000000728,10.044999999999998,27.59816458948666,-15.3800616204426,-13.36391156041707
,GUJGASLTD,29-Aug-24,480.0,PE,15.0,15.0,15.0,15.0,11.55,1,6.18,1250,1250,4-Jun-24,7.300000000000727,9.48,36.3486031992071,-14.27682648839796,-13.546494546013248
,GUJGASLTD,29-Aug-24,490.0,PE,0.0,0.0,0.0,12.25,14.3,0,0.0,0,0,4-Jun-24,9.080000000000727,8.919999999999998,34.64967908689195,-13.469142820973833,-13.531024201005366
,GUJGASLTD,29-Aug-24,500.0,PE,0.0,0.0,0.0,15.1,17.45,0,0.0,0,0,4-Jun-24,11.200000000000728,8.895,37.889692319420604,-12.455497294405372,-13.315918819685367
,GUJGASLTD,29-Aug-24,510.0,PE,0.0,0.0,0.0,18.35,21.05,0,0.0,0,0,4-Jun-24,13.680000000000728,9.415000000000001,41.45434261528961,-11.260128322941132,-12.904760720336519
,GUJGASLTD,29-Aug-24,520.0,PE,0.0,0.0,0.0,22.1,25.1,0,0.0,0,0,4-Jun-24,16.56000000000073,10.675,45.35163520221528,-9.896119831646455,-12.303032542598507
,GUJGASLTD,29-Aug-24,530.0,PE,0.0,0.0,0.0,26.25,29.55,0,0.0,0,0,4-Jun-24,18.81000000000073,13.055000000000001,49.36852927798113,-8.383621784829874,-11.51915039104478
,GUJGASLTD,29-Aug-24,540.0,PE,0.0,0.0,0.0,30.8,34.5,0,0.0,0,0,4-Jun-24,22.520000000000728,15.8,53.41183685127927,-6.7401133802319215,-10.563342988882209
,GUJGASLTD,29-Aug-24,550.0,PE,0.0,0.0,0.0,35.85,39.85,0,0.0,0,0,4-Jun-24,26.670000000000726,18.935,57.47125226442572,-4.972804933549973,-9.445235377815761
,GUJGASLTD,29-Aug-24,560.0,PE,0.0,0.0,0.0,41.3,45.6,0,0.0,0,0,4-Jun-24,31.26000000000073,22.470000000000002,61.38206289558488,-3.0967335871917534,-8.17553501969096
,GUJGASLTD,29-Aug-24,570.0,PE,0.0,0.0,0.0,47.15,51.75,0,0.0,0,0,4-Jun-24,36.27000000000073,26.415,65.0926692211183,-1.1249200413305616,-6.765412024018881
,GUJGASLTD,29-Aug-24,580.0,PE,0.0,0.0,0.0,53.4,58.3,0,0.0,0,0,4-Jun-24,41.70000000000073,30.255000000000003,68.56757139035656,0.9313432215673032,-5.226060974901644
,GUJGASLTD,29-Aug-24,590.0,PE,0.0,0.0,0.0,60.05,65.2,0,0.0,0,0,4-Jun-24,47.55000000000073,35.035,71.7858206290047,3.0622464250164256,-3.56839949491803
,GUJGASLTD,29-Aug-24,600.0,PE,0.0,0.0,0.0,67.05,72.45,0,0.0,0,0,4-Jun-24,53.790000000000724,40.230000000000004,74.71995899096339,5.255264645097462,-1.8036666669149315
,GUJGASLTD,29-Aug-24,610.0,PE,0.0,0.0,0.0,74.35,80.0,0,0.0,0,0,4-Jun-24,60.40000000000073,45.83,77.36375016578904,7.495888439803714,0.05624435442879784
,GUJGASLTD,29-Aug-24,620.0,PE,0.0,0.0,0.0,82.0,87.85,0,0.0,0,0,4-Jun-24,67.37000000000073,51.81999999999999,79.75335309420709,9.776196103008864,2.000234704144811
,GUJGASLTD,29-Aug-24,640.0,PE,0.0,0.0,0.0,98.0,104.2,0,0.0,0,0,4-Jun-24,76.29000000000073,58.99499999999999,83.64269588872028,12.727705570158093,4.145728877347468
,HAL,27-Jun-24,3500.0,CE,1500.0,1500.0,736.2,836.0,856.7,6,79.29,2700,0,4-Jun-24,231.48000000000076,139.51500000000001,98.44838344551945,73.76689155644132,18.06996141316624
,HAL,27-Jun-24,3600.0,CE,0.0,0.0,0.0,1350.0,762.8,0,0.0,300,0,4-Jun-24,488.0700000000008,270.93,99.07581573309214,161.7518162857921,46.80633238769142
,HAL,27-Jun-24,3700.0,CE,0.0,0.0,0.0,909.8,671.9,0,0.0,2100,0,4-Jun-24,655.1600000000008,357.78000000000003,72.1625710489761,193.72687906479007,76.19044172311115
,HAL,27-Jun-24,3750.0,CE,0.0,0.0,0.0,580.75,627.85,0,0.0,900,0,4-Jun-24,754.9100000000008,411.14,59.21406119666896,190.32184985671398,99.01672334983172
,HAL,27-Jun-24,3800.0,CE,713.25,713.25,712.85,713.05,713.05,2,27.07,11400,600,4-Jun-24,877.9200000000008,477.105,62.15445305746087,196.0390281141277,118.42118430269092
,HAL,27-Jun-24,3850.0,CE,0.0,0.0,0.0,705.6,543.25,0,0.0,1500,0,4-Jun-24,851.8400000000007,541.66,61.88389932386206,197.68993383587207,134.27493420932714
,HAL,27-Jun-24,3900.0,CE,1119.65,1135.0,723.0,860.5,502.9,25,361.55,7200,2700,4-Jun-24,753.9400000000007,621.0049999999999,65.2690483611022,209.08719690748518,149.23738674895876
,HAL,27-Jun-24,3950.0,CE,1100.0,1100.0,700.0,700.0,464.0,2,29.1,1500,0,4-Jun-24,711.9800000000008,683.5699999999999,59.384036463058465,202.8304976398603,159.95600892713907
,HAL,27-Jun-24,4000.0,CE,1107.05,1107.05,302.05,570.25,570.25,689,9408.58,98100,34800,4-Jun-24,709.8800000000008,732.395,55.06180960109123,185.26663926619574,165.0181349949504
,HAL,27-Jun-24,4050.0,CE,776.35,776.35,380.2,713.65,390.95,13,177.36,1200,600,4-Jun-24,710.0000000000007,793.96,58.6444112390045,180.833797072969,168.1812674105541
,HAL,27-Jun-24,4100.0,CE,947.65,947.65,249.5,521.0,521.0,129,1765.42,16200,5700,4-Jun-24,673.0800000000008,762.46,52.57975681855713,159.9318973822875,166.5313934049008
,HAL,27-Jun-24,4150.0,CE,0.0,0.0,0.0,213.4,324.85,0,0.0,0,0,4-Jun-24,543.6600000000008,648.8,44.64157661462828,117.1952876829526,156.66417226051115
,HAL,27-Jun-24,4200.0,CE,739.85,847.7,250.0,454.3,454.3,630,8732.88,37500,24300,4-Jun-24,494.5200000000008,603.25,50.894302842781805,101.59372409876761,145.65008262816244
,HAL,27-Jun-24,4250.0,CE,350.0,540.0,260.9,540.0,266.1,6,83.15,1200,300,4-Jun-24,488.4700000000008,599.175,52.931103034427416,95.04898084507556,135.52986227154506
,HAL,27-Jun-24,4300.0,CE,817.85,817.85,220.0,398.65,398.65,391,5554.23,54000,25800,4-Jun-24,425.4700000000008,567.735,49.29902983058202,77.56237025206804,123.93636386764965
,HAL,27-Jun-24,4350.0,CE,0.0,0.0,0.0,143.6,214.8,0,0.0,0,0,4-Jun-24,349.9900000000008,511.535,43.49891877412375,42.63226371621232,107.67554383736218
,HAL,27-Jun-24,4400.0,CE,700.0,743.1,180.0,352.95,352.95,803,11524.82,45300,27900,4-Jun-24,377.9000000000007,460.78000000000003,48.82145018193024,31.479818268277427,92.43639872354524
,HAL,27-Jun-24,4450.0,CE,448.25,470.7,329.0,338.25,338.25,20,289.37,5100,3900,4-Jun-24,354.6900000000008,424.605,48.4761327573797,21.21075339290644,78.19126965741748
,HAL,27-Jun-24,4500.0,CE,701.0,709.15,160.05,308.65,308.65,5023,73071.8,220200,145500,4-Jun-24,308.42000000000075,398.44500000000005,47.743840855897744,10.562218195474372,64.66545936502885
,HAL,27-Jun-24,4550.0,CE,0.0,0.0,0.0,710.55,134.0,0,0.0,1500,0,4-Jun-24,370.80000000000075,398.13500000000005,57.19814973561338,34.15938044027291,58.564243580077665
