Price,Close,High,Low,Open,Volume,SMA_5,SMA_10,RSI_14,MACD,MACD_Signal
2023-11-10,19425.349609375,19451.30078125,19329.44921875,19351.849609375,152200.0,19416.519921875,19265.6099609375,50.97272630678873,-59.97959126107526,-98.03462382710666
2023-11-13,19443.55078125,19494.400390625,19414.75,19486.75,189300.0,19422.880078125,19295.875,51.67699197918134,-47.012727795350656,-87.83024462075545
2023-11-15,19675.44921875,19693.19921875,19579.650390625,19651.400390625,291500.0,19476.630078125,19355.4599609375,59.63320191418675,-17.818726045337826,-73.82794090567192
2023-11-16,19765.19921875,19875.25,19627.0,19674.69921875,282700.0,19540.969921875,19433.06484375,62.225429493474515,12.416673913165141,-56.57901794190451
2023-11-17,19731.80078125,19806.0,19667.44921875,19674.75,236800.0,19608.269921875,19492.919921875,60.664231794637566,33.299614206429396,-38.603291512237725
2023-11-20,19694.0,19756.44921875,19670.5,19731.150390625,173800.0,19662.0,19539.2599609375,58.864118038784966,46.26596249367503,-21.629440711055175
2023-11-21,19783.400390625,19829.099609375,19754.05078125,19770.900390625,195000.0,19729.969921875,19576.425,61.75459700727524,63.02919003360876,-4.697714562122389
2023-11-22,19811.849609375,19825.55078125,19703.849609375,19784.0,184500.0,19757.25,19616.9400390625,62.653907743084304,77.71394484371558,11.784617319045205
2023-11-23,19802.0,19875.150390625,19786.75,19828.44921875,170000.0,19764.61015625,19652.7900390625,62.109378676376814,87.54774179785818,26.9372422148078
2023-11-24,19794.69921875,19832.849609375,19768.849609375,19809.599609375,145900.0,19777.18984375,19692.7298828125,61.68145870880806,93.67219000354817,40.28423177255588
2023-11-28,19889.69921875,19916.849609375,19800.0,19844.650390625,229600.0,19816.3296875,19739.16484375,65.0553069936452,104.98140509344012,53.22366643673273
2023-11-29,20096.599609375,20104.650390625,19956.30078125,19976.55078125,236200.0,19878.96953125,19804.4697265625,71.0365250534138,129.15040642348322,68.40901443408282
2023-11-30,20133.150390625,20158.69921875,20015.849609375,20108.5,486600.0,19943.2296875,19850.23984375,71.94992803150126,149.53016601057607,84.63324474938148
2023-12-01,20267.900390625,20291.55078125,20183.69921875,20194.099609375,265800.0,20036.409765625,19900.5099609375,75.07118921608165,174.54245439350416,102.61508667820601
2023-12-04,20686.80078125,20702.650390625,20507.75,20601.94921875,381100.0,20214.830078125,19996.0099609375,81.83734667320883,225.56644420897646,127.20535818436011
2023-12-05,20855.099609375,20864.05078125,20711.150390625,20808.900390625,421000.0,20407.91015625,20112.119921875,83.74611307956582,276.39749437968567,157.04378542342522
2023-12-06,20937.69921875,20961.94921875,20852.150390625,20950.75,359200.0,20576.130078125,20227.5498046875,84.60144567713581,319.6617048695043,189.56736931264103
2023-12-07,20901.150390625,20941.25,20850.80078125,20932.400390625,275000.0,20729.730078125,20336.4798828125,82.53187785644941,346.99972161515325,221.05383977314347
2023-12-08,20969.400390625,21006.099609375,20862.69921875,20934.099609375,292400.0,20870.030078125,20453.219921875,83.35091955496172,369.9084273661283,250.82475729174044
2023-12-11,20997.099609375,21026.099609375,20923.69921875,20965.30078125,212900.0,20932.08984375,20573.4599609375,83.68526043858806,385.85098718679365,277.8300032707511
2023-12-12,20906.400390625,21037.900390625,20867.150390625,21018.55078125,244900.0,20942.35,20675.130078125,78.15106080669553,386.70916917236536,299.60583645107397
2023-12-13,20926.349609375,20950.0,20769.5,20929.75,260300.0,20940.080078125,20758.105078125,78.48803218799817,384.56598254656274,316.5978656701717
2023-12-14,21182.69921875,21210.900390625,21074.44921875,21110.400390625,334400.0,20996.38984375,20863.0599609375,82.2717589100006,398.9538708947621,333.0690667150898
2023-12-15,21456.650390625,21492.30078125,21235.30078125,21287.44921875,508800.0,21093.83984375,20981.9349609375,85.25626417489005,427.53360486819656,351.96197434571116
2023-12-18,21418.650390625,21482.80078125,21365.349609375,21434.80078125,249700.0,21178.15,21055.119921875,83.16484258259294,442.02161746996717,369.97390297056234
2023-12-19,21453.099609375,21505.05078125,21337.75,21477.650390625,249800.0,21287.48984375,21114.919921875,83.55860513608579,451.08342693038867,386.1958077625276
2023-12-20,21150.150390625,21593.0,21087.349609375,21543.5,363900.0,21332.25,21136.1650390625,68.40602102097166,428.8756940782332,394.7317850256687
2023-12-21,21255.05078125,21288.349609375,20976.80078125,21033.94921875,277500.0,21346.7203125,21171.555078125,70.40714648463997,414.95712321454266,398.7768526634435
2023-12-22,21349.400390625,21390.5,21232.44921875,21295.849609375,284700.0,21325.2703125,21209.555078125,72.11773565471177,406.84986846277025,400.39145582330883
2023-12-26,21441.349609375,21477.150390625,21329.44921875,21365.19921875,219500.0,21329.81015625,21253.980078125,73.71251475719464,403.1965453699231,400.9524737326317
2023-12-27,21654.75,21675.75,21495.80078125,21497.650390625,256500.0,21370.140234375,21328.8150390625,77.0004528428784,412.76281575592657,403.3145421372907
2023-12-28,21778.69921875,21801.44921875,21678.0,21715.0,393100.0,21495.85,21414.05,78.66928717209717,425.4415941551488,407.7399525408623
2023-12-29,21731.400390625,21770.30078125,21676.900390625,21737.650390625,270900.0,21591.119921875,21468.9201171875,76.39141288278115,426.75364684935266,411.54269140256037
2024-01-01,21741.900390625,21834.349609375,21680.849609375,21727.75,154000.0,21669.619921875,21497.4451171875,76.55371425542285,423.75592577672796,413.9853382773939
2024-01-02,21665.80078125,21755.599609375,21555.650390625,21751.349609375,263700.0,21714.51015625,21522.16015625,72.65522058633198,410.50753244174484,413.2897771102641
2024-01-03,21517.349609375,21677.0,21500.349609375,21661.099609375,311900.0,21687.030078125,21528.58515625,65.63352229969706,383.6073298509,407.35328765839125
2024-01-04,21658.599609375,21685.650390625,21564.55078125,21605.80078125,339200.0,21663.01015625,21579.430078125,68.7301607176423,369.4278853156102,399.76820718983504
2024-01-05,21710.80078125,21749.599609375,21629.19921875,21705.75,309300.0,21658.890234375,21625.005078125,69.81273022553162,358.272825555021,391.46913086287225
2024-01-08,21513.0,21763.94921875,21492.900390625,21747.599609375,231500.0,21613.11015625,21641.3650390625,61.17087010188974,329.6712454656117,379.10955378342015
2024-01-09,21544.849609375,21724.44921875,21517.849609375,21653.599609375,228600.0,21588.919921875,21651.7150390625,61.986827560559156,306.04637240593,364.49691750792215
2024-01-10,21618.69921875,21641.849609375,21448.650390625,21529.30078125,217000.0,21609.18984375,21648.1099609375,63.882056369428184,289.94028545853143,349.585591098044
2024-01-11,21647.19921875,21726.5,21593.75,21688.0,212500.0,21606.909765625,21634.9599609375,64.61526045750897,276.290897844945,334.9266524474242
2024-01-12,21894.55078125,21928.25,21715.150390625,21773.55078125,294700.0,21643.659765625,21651.275,70.25839871402994,282.1800675454688,324.3773354670331
2024-01-15,22097.44921875,22115.55078125,21963.55078125,22053.150390625,345500.0,21760.549609375,21686.8298828125,73.93102968849678,299.76399246701476,319.45466686702946
2024-01-16,22032.30078125,22124.150390625,21969.80078125,22080.5,292400.0,21858.03984375,21723.4798828125,70.90348533445336,304.9274315939547,316.5492198124145
2024-01-17,21571.94921875,21851.5,21550.44921875,21647.25,456000.0,21848.68984375,21728.93984375,54.0576893030896,268.77470305701354,306.9943164613343
2024-01-18,21462.25,21539.400390625,21285.55078125,21414.19921875,387300.0,21811.7,21709.3048828125,50.95115209862706,228.6360213336884,291.3226574358051
2024-01-19,21622.400390625,21670.599609375,21575.0,21615.19921875,343100.0,21757.269921875,21700.46484375,55.015502182583646,207.35832725463115,274.52979139957034
2024-01-23,21238.80078125,21750.25,21192.599609375,21716.69921875,449700.0,21585.540234375,21673.044921875,45.32704650121472,157.72417271543236,251.16866766274273
2024-01-24,21453.94921875,21482.349609375,21137.19921875,21185.25,407500.0,21469.869921875,21663.9548828125,50.583427302768754,134.20242645007238,227.77541942020866
2024-01-25,21352.599609375,21459.0,21247.05078125,21454.599609375,418100.0,21426.0,21637.344921875,48.2310366379241,106.15946636096851,203.45222880836064
2024-01-29,21737.599609375,21763.25,21429.599609375,21433.099609375,376700.0,21481.069921875,21646.3849609375,56.505804698046255,113.69094245798624,185.49997153828576
2024-01-30,21522.099609375,21813.05078125,21501.80078125,21775.75,375100.0,21461.009765625,21609.13984375,51.53987100460606,101.10516512706818,168.62101025604224
2024-01-31,21725.69921875,21741.349609375,21448.849609375,21487.25,410600.0,21558.389453125,21571.96484375,55.517391686928605,106.33388203872164,156.16358461257812
2024-02-01,21697.44921875,21832.94921875,21658.75,21780.650390625,332500.0,21607.089453125,21538.4796875,54.84474180224785,106.96511173259569,146.32389003658164
2024-02-02,21853.80078125,22126.80078125,21805.55078125,21812.75,442800.0,21707.3296875,21566.66484375,57.88601094147347,118.71317859551345,140.801747748368
2024-02-05,21771.69921875,21964.30078125,21726.94921875,21921.05078125,440800.0,21714.149609375,21597.609765625,55.76217903179196,120.01523535597153,136.6444452698887
2024-02-06,21929.400390625,21951.400390625,21737.55078125,21825.19921875,371000.0,21795.609765625,21628.309765625,58.882781372733106,132.2478207696513,135.7651203698412
2024-02-07,21930.5,22053.30078125,21860.150390625,22045.05078125,346300.0,21836.569921875,21697.4796875,58.904549779426,140.41237566476048,136.69457142882507
2024-02-08,21717.94921875,22011.05078125,21665.30078125,22009.650390625,491100.0,21840.669921875,21723.8796875,53.057234899382,128.25334779722834,135.00632670250573
2024-02-09,21782.5,21804.44921875,21629.900390625,21727.0,349200.0,21826.409765625,21766.8697265625,54.5333626887433,122.41481737055801,132.48802483611618
2024-02-12,21616.05078125,21831.69921875,21574.75,21800.80078125,287400.0,21795.280078125,21754.71484375,50.15386188873813,103.16742916025396,126.62390570094374
2024-02-13,21743.25,21766.80078125,21543.349609375,21664.30078125,365800.0,21758.05,21776.8298828125,53.24406111937389,97.05881562898867,120.71088768655272
2024-02-14,21840.05078125,21870.849609375,21530.19921875,21578.150390625,359100.0,21739.96015625,21788.2650390625,55.50478427253602,98.8887811315144,116.34646637554506
2024-02-15,21910.75,21953.849609375,21794.80078125,21906.55078125,345400.0,21778.5203125,21809.5951171875,57.13495944504068,104.83540082857508,114.04425326615106
2024-02-16,22040.69921875,22068.650390625,21968.94921875,22020.30078125,343900.0,21830.16015625,21828.2849609375,60.03338447841836,118.66604737665693,114.96861208825223
2024-02-19,22122.25,22186.650390625,22021.05078125,22103.44921875,0.0,21931.4,21863.3400390625,61.77996668219835,134.6551798160217,118.90592563380612
2024-02-20,22196.94921875,22215.599609375,22045.849609375,22099.19921875,295700.0,22022.13984375,21890.094921875,63.35948910646137,151.60665795437308,125.44607209791951
2024-02-21,22055.05078125,22249.400390625,21997.94921875,22248.849609375,364500.0,22065.13984375,21902.55,58.42041429890602,151.8404858923459,130.7249548568048
2024-02-22,22217.44921875,22252.5,21875.25,22081.55078125,343500.0,22126.4796875,21952.5,62.06511312686514,163.24816962275145,137.22959780999412
2024-02-23,22212.69921875,22297.5,22186.099609375,22290.0,226000.0,22160.8796875,21995.519921875,61.894218652430666,169.9465181907617,143.77298188614765
2024-02-26,22122.05078125,22202.150390625,22075.150390625,22169.19921875,207800.0,22160.83984375,22046.119921875,58.57927711252516,166.026585237596,148.22370255643733
